datetime;date;indeks;price;volume;rfnbo_cutoff;day_of_month;month;year
15-10-2021;15.10.2021;t3pa;61.01;1805000;21.96;15;10;2021
18-10-2021;18.10.2021;t3pa;58.85;2515500;21.19;18;10;2021
19-10-2021;19.10.2021;t3pa;57.58;2515500;20.73;19;10;2021
20-10-2021;20.10.2021;t3pa;56;2066500;20.16;20;10;2021
21-10-2021;21.10.2021;t3pa;57.1;2515500;20.56;21;10;2021
22-10-2021;22.10.2021;t3pa;59.5;1805000;21.42;22;10;2021
25-10-2021;25.10.2021;t3pa;58.94;2515500;21.22;25;10;2021
26-10-2021;26.10.2021;t3pa;58.96;2515500;21.23;26;10;2021
27-10-2021;27.10.2021;t3pa;58.92;2066500;21.21;27;10;2021
28-10-2021;28.10.2021;t3pa;58.93;2515500;21.21;28;10;2021
29-10-2021;29.10.2021;t3pa;59.4;1805000;21.38;29;10;2021
01-11-2021;01.11.2021;t3pa;59.98;2515500;21.59;01;11;2021
02-11-2021;02.11.2021;t3pa;57.8;2515500;20.81;02;11;2021
03-11-2021;03.11.2021;t3pa;59.78;2066500;21.52;03;11;2021
04-11-2021;04.11.2021;t3pa;59.81;2515500;21.53;04;11;2021
05-11-2021;05.11.2021;t3pa;61.05;1805000;21.98;05;11;2021
08-11-2021;08.11.2021;t3pa;60.06;2515500;21.62;08;11;2021
09-11-2021;09.11.2021;t3pa;60.11;2515500;21.64;09;11;2021
10-11-2021;10.11.2021;t3pa;60.25;2066500;21.69;10;11;2021
11-11-2021;11.11.2021;t3pa;62.31;2515500;22.43;11;11;2021
12-11-2021;12.11.2021;t3pa;63.53;1805000;22.87;12;11;2021
15-11-2021;15.11.2021;t3pa;64.4;2515500;23.18;15;11;2021
16-11-2021;16.11.2021;t3pa;67.5;2515500;24.30;16;11;2021
17-11-2021;17.11.2021;t3pa;67.14;2066500;24.17;17;11;2021
18-11-2021;18.11.2021;t3pa;66.51;2515500;23.94;18;11;2021
19-11-2021;19.11.2021;t3pa;69.21;1805000;24.92;19;11;2021
22-11-2021;22.11.2021;t3pa;69.7;2515500;25.09;22;11;2021
23-11-2021;23.11.2021;t3pa;69.88;2515500;25.16;23;11;2021
24-11-2021;24.11.2021;t3pa;69.51;2066500;25.02;24;11;2021
25-11-2021;25.11.2021;t3pa;72.15;2515500;25.97;25;11;2021
26-11-2021;26.11.2021;t3pa;71.95;1805000;25.90;26;11;2021
29-11-2021;29.11.2021;t3pa;74.48;2515500;26.81;29;11;2021
30-11-2021;30.11.2021;t3pa;74.82;2515500;26.94;30;11;2021
01-12-2021;01.12.2021;t3pa;76.38;2066500;27.50;01;12;2021
02-12-2021;02.12.2021;t3pa;77.1;2515500;27.76;02;12;2021
03-12-2021;03.12.2021;t3pa;78.76;1805000;28.35;03;12;2021
06-12-2021;06.12.2021;t3pa;80;2515500;28.80;06;12;2021
07-12-2021;07.12.2021;t3pa;82.87;2515500;29.83;07;12;2021
08-12-2021;08.12.2021;t3pa;87.45;2066500;31.48;08;12;2021
09-12-2021;09.12.2021;t3pa;84.93;2515500;30.57;09;12;2021
10-12-2021;10.12.2021;t3pa;79.83;1805000;28.74;10;12;2021
13-12-2021;13.12.2021;t3pa;85;2515500;30.60;13;12;2021
14-12-2021;14.12.2021;t3pa;79.99;2515500;28.80;14;12;2021
15-12-2021;15.12.2021;t3pa;79.29;2074000;28.54;15;12;2021
16-12-2021;16.12.2021;t3pa;80.5;2515500;28.98;16;12;2021
17-12-2021;17.12.2021;t3pa;82.25;1807500;29.61;17;12;2021
20-12-2021;20.12.2021;t3pa;74.57;2542500;26.85;20;12;2021
10-01-2022;10.01.2022;t3pa;82.71;2449000;29.78;10;01;2022
11-01-2022;11.01.2022;t3pa;81.9;2449000;29.48;11;01;2022
13-01-2022;13.01.2022;t3pa;79.05;2449000;28.46;13;01;2022
14-01-2022;14.01.2022;t3pa;81.52;1944000;29.35;14;01;2022
17-01-2022;17.01.2022;t3pa;80.21;2449000;28.88;17;01;2022
18-01-2022;18.01.2022;t3pa;79.22;2449000;28.52;18;01;2022
19-01-2022;19.01.2022;t3pa;80.7;2658000;29.05;19;01;2022
20-01-2022;20.01.2022;t3pa;80.8;2449000;29.09;20;01;2022
21-01-2022;21.01.2022;t3pa;84.03;1944000;30.25;21;01;2022
24-01-2022;24.01.2022;t3pa;85.75;2449000;30.87;24;01;2022
25-01-2022;25.01.2022;t3pa;84.48;2449000;30.41;25;01;2022
27-01-2022;27.01.2022;t3pa;88.51;2449000;31.86;27;01;2022
28-01-2022;28.01.2022;t3pa;89.25;1944000;32.13;28;01;2022
31-01-2022;31.01.2022;t3pa;88.03;2449000;31.69;31;01;2022
02-02-2022;02.02.2022;t3pa;91.61;2658000;32.98;02;02;2022
03-02-2022;03.02.2022;t3pa;92.65;3062000;33.35;03;02;2022
04-02-2022;04.02.2022;t3pa;94.65;1944000;34.07;04;02;2022
07-02-2022;07.02.2022;t3pa;93.5;3062000;33.66;07;02;2022
08-02-2022;08.02.2022;t3pa;97.51;3062000;35.10;08;02;2022
10-02-2022;10.02.2022;t3pa;90.6;3059000;32.62;10;02;2022
11-02-2022;11.02.2022;t3pa;89.98;1944000;32.39;11;02;2022
14-02-2022;14.02.2022;t3pa;90.73;2449000;32.66;14;02;2022
15-02-2022;15.02.2022;t3pa;90.35;2449000;32.53;15;02;2022
16-02-2022;16.02.2022;t3pa;88.05;2658000;31.70;16;02;2022
17-02-2022;17.02.2022;t3pa;87.5;2449000;31.50;17;02;2022
18-02-2022;18.02.2022;t3pa;87.65;1944000;31.55;18;02;2022
21-02-2022;21.02.2022;t3pa;87.99;2449000;31.68;21;02;2022
22-02-2022;22.02.2022;t3pa;88.4;2449000;31.82;22;02;2022
23-02-2022;23.02.2022;t3pa;92.8;1108500;33.41;23;02;2022
24-02-2022;24.02.2022;t3pa;88;2449000;31.68;24;02;2022
25-02-2022;25.02.2022;t3pa;86.9;1944000;31.28;25;02;2022
28-02-2022;28.02.2022;t3pa;80.92;2449000;29.13;28;02;2022
01-03-2022;01.03.2022;t3pa;79.96;2449000;28.79;01;03;2022
03-03-2022;03.03.2022;t3pa;63.87;2449000;22.99;03;03;2022
04-03-2022;04.03.2022;t3pa;67.22;1944000;24.20;04;03;2022
07-03-2022;07.03.2022;t3pa;57.91;2449000;20.85;07;03;2022
08-03-2022;08.03.2022;t3pa;62.01;2449000;22.32;08;03;2022
10-03-2022;10.03.2022;t3pa;70.04;2449000;25.21;10;03;2022
11-03-2022;11.03.2022;t3pa;76.5;1944000;27.54;11;03;2022
14-03-2022;14.03.2022;t3pa;78.6;2449000;28.30;14;03;2022
15-03-2022;15.03.2022;t3pa;75.55;2449000;27.20;15;03;2022
16-03-2022;16.03.2022;t3pa;75.25;3322500;27.09;16;03;2022
17-03-2022;17.03.2022;t3pa;76.87;2449000;27.67;17;03;2022
18-03-2022;18.03.2022;t3pa;79.21;1944000;28.52;18;03;2022
21-03-2022;21.03.2022;t3pa;77.76;2506500;27.99;21;03;2022
22-03-2022;22.03.2022;t3pa;79.05;2506500;28.46;22;03;2022
24-03-2022;24.03.2022;t3pa;76.15;2507500;27.41;24;03;2022
25-03-2022;25.03.2022;t3pa;78.5;1944000;28.26;25;03;2022
28-03-2022;28.03.2022;t3pa;80.76;2506500;29.07;28;03;2022
29-03-2022;29.03.2022;t3pa;80.51;2506500;28.98;29;03;2022
30-03-2022;30.03.2022;t3pa;77.22;3322500;27.80;30;03;2022
31-03-2022;31.03.2022;t3pa;79.25;2506500;28.53;31;03;2022
01-04-2022;01.04.2022;t3pa;78;1944000;28.08;01;04;2022
04-04-2022;04.04.2022;t3pa;77.5;2506500;27.90;04;04;2022
05-04-2022;05.04.2022;t3pa;78.33;2506500;28.20;05;04;2022
07-04-2022;07.04.2022;t3pa;77.13;2506500;27.77;07;04;2022
08-04-2022;08.04.2022;t3pa;80.21;1944000;28.88;08;04;2022
11-04-2022;11.04.2022;t3pa;79.02;2506500;28.45;11;04;2022
12-04-2022;12.04.2022;t3pa;77.36;2506500;27.85;12;04;2022
13-04-2022;13.04.2022;t3pa;77.27;3322500;27.82;13;04;2022
14-04-2022;14.04.2022;t3pa;78.8;2506500;28.37;14;04;2022
19-04-2022;19.04.2022;t3pa;79.4;2506500;28.58;19;04;2022
21-04-2022;21.04.2022;t3pa;85.9;2506500;30.92;21;04;2022
22-04-2022;22.04.2022;t3pa;87.4;1944000;31.46;22;04;2022
25-04-2022;25.04.2022;t3pa;85.81;2506500;30.89;25;04;2022
26-04-2022;26.04.2022;t3pa;83.43;2506500;30.03;26;04;2022
27-04-2022;27.04.2022;t3pa;79.99;3322500;28.80;27;04;2022
28-04-2022;28.04.2022;t3pa;80.55;2506500;29.00;28;04;2022
29-04-2022;29.04.2022;t3pa;82.86;1944000;29.83;29;04;2022
02-05-2022;02.05.2022;t3pa;82.84;2506500;29.82;02;05;2022
03-05-2022;03.05.2022;t3pa;84.25;2506500;30.33;03;05;2022
05-05-2022;05.05.2022;t3pa;87.8;2506500;31.61;05;05;2022
06-05-2022;06.05.2022;t3pa;90.77;1944000;32.68;06;05;2022
09-05-2022;09.05.2022;t3pa;90.11;2506500;32.44;09;05;2022
10-05-2022;10.05.2022;t3pa;86.5;2506500;31.14;10;05;2022
11-05-2022;11.05.2022;t3pa;89;2658000;32.04;11;05;2022
12-05-2022;12.05.2022;t3pa;86.95;2506500;31.30;12;05;2022
13-05-2022;13.05.2022;t3pa;88.75;1944000;31.95;13;05;2022
16-05-2022;16.05.2022;t3pa;88.81;2506500;31.97;16;05;2022
17-05-2022;17.05.2022;t3pa;90.33;2506500;32.52;17;05;2022
19-05-2022;19.05.2022;t3pa;82.28;2506500;29.62;19;05;2022
20-05-2022;20.05.2022;t3pa;81.15;1944000;29.21;20;05;2022
23-05-2022;23.05.2022;t3pa;78.96;2506500;28.43;23;05;2022
24-05-2022;24.05.2022;t3pa;78.88;2506500;28.40;24;05;2022
25-05-2022;25.05.2022;t3pa;80.43;2658000;28.95;25;05;2022
30-05-2022;30.05.2022;t3pa;83.75;2506500;30.15;30;05;2022
31-05-2022;31.05.2022;t3pa;83.63;2506500;30.11;31;05;2022
07-06-2022;07.06.2022;t3pa;81.69;2295500;29.41;07;06;2022
08-06-2022;08.06.2022;t3pa;79.11;2658000;28.48;08;06;2022
09-06-2022;09.06.2022;t3pa;80.21;2295500;28.88;09;06;2022
10-06-2022;10.06.2022;t3pa;80.73;1944000;29.06;10;06;2022
13-06-2022;13.06.2022;t3pa;80.1;2295500;28.84;13;06;2022
14-06-2022;14.06.2022;t3pa;82.31;2295500;29.63;14;06;2022
16-06-2022;16.06.2022;t3pa;85.95;2295500;30.94;16;06;2022
17-06-2022;17.06.2022;t3pa;83;1944000;29.88;17;06;2022
20-06-2022;20.06.2022;t3pa;83.51;2295500;30.06;20;06;2022
21-06-2022;21.06.2022;t3pa;84.26;2295500;30.33;21;06;2022
22-06-2022;22.06.2022;t3pa;83.06;2658000;29.90;22;06;2022
23-06-2022;23.06.2022;t3pa;81.07;2295500;29.19;23;06;2022
24-06-2022;24.06.2022;t3pa;82.9;1944000;29.84;24;06;2022
27-06-2022;27.06.2022;t3pa;83.01;2295500;29.88;27;06;2022
28-06-2022;28.06.2022;t3pa;84.54;2296500;30.43;28;06;2022
30-06-2022;30.06.2022;t3pa;88.02;2295500;31.69;30;06;2022
01-07-2022;01.07.2022;t3pa;88.22;1944000;31.76;01;07;2022
04-07-2022;04.07.2022;t3pa;84.34;2295500;30.36;04;07;2022
05-07-2022;05.07.2022;t3pa;83.38;2295500;30.02;05;07;2022
06-07-2022;06.07.2022;t3pa;82.63;2658000;29.75;06;07;2022
07-07-2022;07.07.2022;t3pa;83.36;2295500;30.01;07;07;2022
08-07-2022;08.07.2022;t3pa;82.63;1944000;29.75;08;07;2022
11-07-2022;11.07.2022;t3pa;83.4;2295500;30.02;11;07;2022
12-07-2022;12.07.2022;t3pa;83.89;2295500;30.20;12;07;2022
14-07-2022;14.07.2022;t3pa;83;2295500;29.88;14;07;2022
15-07-2022;15.07.2022;t3pa;83.71;1944000;30.14;15;07;2022
18-07-2022;18.07.2022;t3pa;83.33;2295500;30.00;18;07;2022
19-07-2022;19.07.2022;t3pa;83.61;2295500;30.10;19;07;2022
20-07-2022;20.07.2022;t3pa;81.22;2658000;29.24;20;07;2022
21-07-2022;21.07.2022;t3pa;77.6;2295500;27.94;21;07;2022
22-07-2022;22.07.2022;t3pa;78.06;1944000;28.10;22;07;2022
25-07-2022;25.07.2022;t3pa;76.09;2295500;27.39;25;07;2022
26-07-2022;26.07.2022;t3pa;76.51;2295500;27.54;26;07;2022
28-07-2022;28.07.2022;t3pa;77.08;2295500;27.75;28;07;2022
29-07-2022;29.07.2022;t3pa;77.96;1944000;28.07;29;07;2022
01-08-2022;01.08.2022;t3pa;79.5;1146500;28.62;01;08;2022
02-08-2022;02.08.2022;t3pa;80.51;1146500;28.98;02;08;2022
03-08-2022;03.08.2022;t3pa;83.45;1329000;30.04;03;08;2022
04-08-2022;04.08.2022;t3pa;83.81;1146500;30.17;04;08;2022
05-08-2022;05.08.2022;t3pa;84.5;972000;30.42;05;08;2022
08-08-2022;08.08.2022;t3pa;84.6;1146500;30.46;08;08;2022
09-08-2022;09.08.2022;t3pa;84.06;1146500;30.26;09;08;2022
11-08-2022;11.08.2022;t3pa;86.35;1146500;31.09;11;08;2022
12-08-2022;12.08.2022;t3pa;87.3;972000;31.43;12;08;2022
15-08-2022;15.08.2022;t3pa;89.5;1146500;32.22;15;08;2022
16-08-2022;16.08.2022;t3pa;90.64;1146500;32.63;16;08;2022
17-08-2022;17.08.2022;t3pa;94.07;1329000;33.87;17;08;2022
18-08-2022;18.08.2022;t3pa;94;1146500;33.84;18;08;2022
19-08-2022;19.08.2022;t3pa;96.87;972000;34.87;19;08;2022
22-08-2022;22.08.2022;t3pa;97.5;1146500;35.10;22;08;2022
23-08-2022;23.08.2022;t3pa;92.52;1146500;33.31;23;08;2022
25-08-2022;25.08.2022;t3pa;89.3;1146500;32.15;25;08;2022
26-08-2022;26.08.2022;t3pa;89.56;982000;32.24;26;08;2022
29-08-2022;29.08.2022;t3pa;88.81;1146500;31.97;29;08;2022
30-08-2022;30.08.2022;t3pa;85.13;1295500;30.65;30;08;2022
31-08-2022;31.08.2022;t3pa;78.96;1334500;28.43;31;08;2022
01-09-2022;01.09.2022;t3pa;77.01;2510500;27.72;01;09;2022
02-09-2022;02.09.2022;t3pa;78.41;1861500;28.23;02;09;2022
05-09-2022;05.09.2022;t3pa;73.75;2510500;26.55;05;09;2022
06-09-2022;06.09.2022;t3pa;71.05;2510500;25.58;06;09;2022
09-09-2022;09.09.2022;t3pa;65.21;1861500;23.48;09;09;2022
12-09-2022;12.09.2022;t3pa;65.96;2510500;23.75;12;09;2022
13-09-2022;13.09.2022;t3pa;70.48;2510500;25.37;13;09;2022
14-09-2022;14.09.2022;t3pa;68.29;3101500;24.58;14;09;2022
15-09-2022;15.09.2022;t3pa;70.84;2510500;25.50;15;09;2022
16-09-2022;16.09.2022;t3pa;71;1861500;25.56;16;09;2022
19-09-2022;19.09.2022;t3pa;71.11;2510500;25.60;19;09;2022
20-09-2022;20.09.2022;t3pa;70.38;2510500;25.34;20;09;2022
21-09-2022;21.09.2022;t3pa;70.39;929000;25.34;21;09;2022
22-09-2022;22.09.2022;t3pa;69.88;2511500;25.16;22;09;2022
23-09-2022;23.09.2022;t3pa;67.56;1861500;24.32;23;09;2022
26-09-2022;26.09.2022;t3pa;66.02;2510500;23.77;26;09;2022
27-09-2022;27.09.2022;t3pa;67.7;2510500;24.37;27;09;2022
28-09-2022;28.09.2022;t3pa;64.71;3101500;23.30;28;09;2022
29-09-2022;29.09.2022;t3pa;64.7;2510500;23.29;29;09;2022
30-09-2022;30.09.2022;t3pa;66.87;1861500;24.07;30;09;2022
03-10-2022;03.10.2022;t3pa;64.45;2510500;23.20;03;10;2022
04-10-2022;04.10.2022;t3pa;66.17;2510500;23.82;04;10;2022
06-10-2022;06.10.2022;t3pa;65.76;2510500;23.67;06;10;2022
07-10-2022;07.10.2022;t3pa;67.52;1861500;24.31;07;10;2022
10-10-2022;10.10.2022;t3pa;67.01;2510500;24.12;10;10;2022
11-10-2022;11.10.2022;t3pa;66.34;2510500;23.88;11;10;2022
12-10-2022;12.10.2022;t3pa;65.76;3101500;23.67;12;10;2022
13-10-2022;13.10.2022;t3pa;66.65;2510500;23.99;13;10;2022
14-10-2022;14.10.2022;t3pa;67.7;1861500;24.37;14;10;2022
17-10-2022;17.10.2022;t3pa;66.25;2510500;23.85;17;10;2022
18-10-2022;18.10.2022;t3pa;67.11;2510500;24.16;18;10;2022
20-10-2022;20.10.2022;t3pa;67.01;2510500;24.12;20;10;2022
21-10-2022;21.10.2022;t3pa;67.9;1861500;24.44;21;10;2022
24-10-2022;24.10.2022;t3pa;68.02;2510500;24.49;24;10;2022
25-10-2022;25.10.2022;t3pa;74.17;2510500;26.70;25;10;2022
26-10-2022;26.10.2022;t3pa;76.51;3101500;27.54;26;10;2022
27-10-2022;27.10.2022;t3pa;77.1;2510500;27.76;27;10;2022
28-10-2022;28.10.2022;t3pa;80.76;1861500;29.07;28;10;2022
31-10-2022;31.10.2022;t3pa;78.69;2510500;28.33;31;10;2022
01-11-2022;01.11.2022;t3pa;78.76;2510500;28.35;01;11;2022
03-11-2022;03.11.2022;t3pa;76.63;2510500;27.59;03;11;2022
04-11-2022;04.11.2022;t3pa;78.14;1861500;28.13;04;11;2022
07-11-2022;07.11.2022;t3pa;76.75;2510500;27.63;07;11;2022
08-11-2022;08.11.2022;t3pa;76.02;2510500;27.37;08;11;2022
09-11-2022;09.11.2022;t3pa;75.35;3101500;27.13;09;11;2022
10-11-2022;10.11.2022;t3pa;71.62;2510500;25.78;10;11;2022
11-11-2022;11.11.2022;t3pa;73.33;1861500;26.40;11;11;2022
14-11-2022;14.11.2022;t3pa;74.85;2510500;26.95;14;11;2022
15-11-2022;15.11.2022;t3pa;74.93;2510500;26.97;15;11;2022
17-11-2022;17.11.2022;t3pa;73.31;2510500;26.39;17;11;2022
18-11-2022;18.11.2022;t3pa;72.22;1861500;26.00;18;11;2022
21-11-2022;21.11.2022;t3pa;73.36;2510500;26.41;21;11;2022
22-11-2022;22.11.2022;t3pa;73.54;2510500;26.47;22;11;2022
23-11-2022;23.11.2022;t3pa;74.08;3101500;26.67;23;11;2022
24-11-2022;24.11.2022;t3pa;76.64;2510500;27.59;24;11;2022
25-11-2022;25.11.2022;t3pa;79.36;1861500;28.57;25;11;2022
28-11-2022;28.11.2022;t3pa;77.61;2510500;27.94;28;11;2022
29-11-2022;29.11.2022;t3pa;78.88;2510500;28.40;29;11;2022
01-12-2022;01.12.2022;t3pa;86.11;2510500;31.00;01;12;2022
02-12-2022;02.12.2022;t3pa;85.21;1861500;30.68;02;12;2022
05-12-2022;05.12.2022;t3pa;85.69;2510500;30.85;05;12;2022
06-12-2022;06.12.2022;t3pa;86.48;2510500;31.13;06;12;2022
07-12-2022;07.12.2022;t3pa;87;3102500;31.32;07;12;2022
08-12-2022;08.12.2022;t3pa;87.91;2510500;31.65;08;12;2022
09-12-2022;09.12.2022;t3pa;88.26;1861500;31.77;09;12;2022
12-12-2022;12.12.2022;t3pa;88.35;2510500;31.81;12;12;2022
13-12-2022;13.12.2022;t3pa;89.01;2510500;32.04;13;12;2022
15-12-2022;15.12.2022;t3pa;86.16;2510500;31.02;15;12;2022
16-12-2022;16.12.2022;t3pa;83.41;1865500;30.03;16;12;2022
19-12-2022;19.12.2022;t3pa;84.1;2568500;30.28;19;12;2022
09-01-2023;09.01.2023;t3pa;75.27;2409000;27.10;09;01;2023
10-01-2023;10.01.2023;t3pa;78.61;2409000;28.30;10;01;2023
12-01-2023;12.01.2023;t3pa;76.8;2409000;27.65;12;01;2023
13-01-2023;13.01.2023;t3pa;76.42;1939500;27.51;13;01;2023
16-01-2023;16.01.2023;t3pa;75.05;2409000;27.02;16;01;2023
17-01-2023;17.01.2023;t3pa;75.04;2409000;27.01;17;01;2023
18-01-2023;18.01.2023;t3pa;76.25;2676000;27.45;18;01;2023
19-01-2023;19.01.2023;t3pa;82.06;2409000;29.54;19;01;2023
20-01-2023;20.01.2023;t3pa;81.01;1939500;29.16;20;01;2023
23-01-2023;23.01.2023;t3pa;81.52;2409000;29.35;23;01;2023
24-01-2023;24.01.2023;t3pa;80.88;2409000;29.12;24;01;2023
26-01-2023;26.01.2023;t3pa;83.51;2409000;30.06;26;01;2023
27-01-2023;27.01.2023;t3pa;86.71;1939500;31.22;27;01;2023
30-01-2023;30.01.2023;t3pa;85.2;2409000;30.67;30;01;2023
31-01-2023;31.01.2023;t3pa;86.68;2409000;31.20;31;01;2023
01-02-2023;01.02.2023;t3pa;91.91;2676000;33.09;01;02;2023
02-02-2023;02.02.2023;t3pa;93.5;2409000;33.66;02;02;2023
03-02-2023;03.02.2023;t3pa;91.15;1939500;32.81;03;02;2023
06-02-2023;06.02.2023;t3pa;91.78;2409000;33.04;06;02;2023
07-02-2023;07.02.2023;t3pa;87.52;2409000;31.51;07;02;2023
09-02-2023;09.02.2023;t3pa;87.36;2409000;31.45;09;02;2023
10-02-2023;10.02.2023;t3pa;89.7;1939500;32.29;10;02;2023
13-02-2023;13.02.2023;t3pa;88.86;2409000;31.99;13;02;2023
14-02-2023;14.02.2023;t3pa;89.96;2409000;32.39;14;02;2023
15-02-2023;15.02.2023;t3pa;87.75;2676000;31.59;15;02;2023
16-02-2023;16.02.2023;t3pa;92.85;2409000;33.43;16;02;2023
17-02-2023;17.02.2023;t3pa;93.69;1939500;33.73;17;02;2023
20-02-2023;20.02.2023;t3pa;93.73;2409000;33.74;20;02;2023
21-02-2023;21.02.2023;t3pa;95.35;2409000;34.33;21;02;2023
23-02-2023;23.02.2023;t3pa;93.26;2409000;33.57;23;02;2023
24-02-2023;24.02.2023;t3pa;95.83;1939500;34.50;24;02;2023
27-02-2023;27.02.2023;t3pa;95.12;2409000;34.24;27;02;2023
28-02-2023;28.02.2023;t3pa;96.33;2409000;34.68;28;02;2023
01-03-2023;01.03.2023;t3pa;95.89;2676000;34.52;01;03;2023
02-03-2023;02.03.2023;t3pa;93.25;2409000;33.57;02;03;2023
03-03-2023;03.03.2023;t3pa;88.81;1939500;31.97;03;03;2023
06-03-2023;06.03.2023;t3pa;91.01;2409000;32.76;06;03;2023
07-03-2023;07.03.2023;t3pa;91.56;2409000;32.96;07;03;2023
09-03-2023;09.03.2023;t3pa;95.43;2409000;34.35;09;03;2023
10-03-2023;10.03.2023;t3pa;95.16;1939500;34.26;10;03;2023
13-03-2023;13.03.2023;t3pa;94.36;2409000;33.97;13;03;2023
14-03-2023;14.03.2023;t3pa;92.34;2409000;33.24;14;03;2023
15-03-2023;15.03.2023;t3pa;90.31;2676000;32.51;15;03;2023
16-03-2023;16.03.2023;t3pa;83.25;2409000;29.97;16;03;2023
17-03-2023;17.03.2023;t3pa;86.5;1939500;31.14;17;03;2023
20-03-2023;20.03.2023;t3pa;82.46;2409000;29.69;20;03;2023
21-03-2023;21.03.2023;t3pa;87.14;2409000;31.37;21;03;2023
23-03-2023;23.03.2023;t3pa;88.27;2410500;31.78;23;03;2023
24-03-2023;24.03.2023;t3pa;88.09;1939500;31.71;24;03;2023
27-03-2023;27.03.2023;t3pa;85.18;2409000;30.66;27;03;2023
28-03-2023;28.03.2023;t3pa;86.54;2409000;31.15;28;03;2023
29-03-2023;29.03.2023;t3pa;87.16;2676000;31.38;29;03;2023
30-03-2023;30.03.2023;t3pa;87.42;2409000;31.47;30;03;2023
31-03-2023;31.03.2023;t3pa;88.61;1939500;31.90;31;03;2023
03-04-2023;03.04.2023;t3pa;89.82;2409000;32.34;03;04;2023
04-04-2023;04.04.2023;t3pa;94.12;2409000;33.88;04;04;2023
06-04-2023;06.04.2023;t3pa;94.3;2409000;33.95;06;04;2023
11-04-2023;11.04.2023;t3pa;95.52;2409000;34.39;11;04;2023
12-04-2023;12.04.2023;t3pa;93.9;2676000;33.80;12;04;2023
13-04-2023;13.04.2023;t3pa;90.51;2409000;32.58;13;04;2023
14-04-2023;14.04.2023;t3pa;92.3;1939500;33.23;14;04;2023
17-04-2023;17.04.2023;t3pa;90.55;2409000;32.60;17;04;2023
18-04-2023;18.04.2023;t3pa;90.55;2409000;32.60;18;04;2023
20-04-2023;20.04.2023;t3pa;90.68;2409000;32.64;20;04;2023
21-04-2023;21.04.2023;t3pa;88.6;1939500;31.90;21;04;2023
24-04-2023;24.04.2023;t3pa;85.7;2409000;30.85;24;04;2023
25-04-2023;25.04.2023;t3pa;84.73;2409000;30.50;25;04;2023
26-04-2023;26.04.2023;t3pa;83.31;2676000;29.99;26;04;2023
27-04-2023;27.04.2023;t3pa;85;2409000;30.60;27;04;2023
28-04-2023;28.04.2023;t3pa;84;1939500;30.24;28;04;2023
02-05-2023;02.05.2023;t3pa;83.24;2409000;29.97;02;05;2023
04-05-2023;04.05.2023;t3pa;82.23;2409000;29.60;04;05;2023
05-05-2023;05.05.2023;t3pa;84.38;1939500;30.38;05;05;2023
08-05-2023;08.05.2023;t3pa;82.99;2409000;29.88;08;05;2023
09-05-2023;09.05.2023;t3pa;83.84;2409000;30.18;09;05;2023
10-05-2023;10.05.2023;t3pa;85.85;2676000;30.91;10;05;2023
11-05-2023;11.05.2023;t3pa;86.75;2409000;31.23;11;05;2023
12-05-2023;12.05.2023;t3pa;86.67;1939500;31.20;12;05;2023
15-05-2023;15.05.2023;t3pa;85.7;2409000;30.85;15;05;2023
16-05-2023;16.05.2023;t3pa;85.05;2409000;30.62;16;05;2023
22-05-2023;22.05.2023;t3pa;85.2;2409000;30.67;22;05;2023
23-05-2023;23.05.2023;t3pa;84.32;2409000;30.36;23;05;2023
24-05-2023;24.05.2023;t3pa;83;2676000;29.88;24;05;2023
25-05-2023;25.05.2023;t3pa;81.12;2409000;29.20;25;05;2023
26-05-2023;26.05.2023;t3pa;81.11;1939500;29.20;26;05;2023
30-05-2023;30.05.2023;t3pa;79.79;2409000;28.72;30;05;2023
01-06-2023;01.06.2023;t3pa;78.62;2409000;28.30;01;06;2023
02-06-2023;02.06.2023;t3pa;78.2;1939500;28.15;02;06;2023
05-06-2023;05.06.2023;t3pa;78.55;2409000;28.28;05;06;2023
06-06-2023;06.06.2023;t3pa;80.07;2409000;28.83;06;06;2023
07-06-2023;07.06.2023;t3pa;78.25;2676000;28.17;07;06;2023
08-06-2023;08.06.2023;t3pa;81.54;2409000;29.35;08;06;2023
09-06-2023;09.06.2023;t3pa;83.11;1939500;29.92;09;06;2023
12-06-2023;12.06.2023;t3pa;83.45;2409000;30.04;12;06;2023
13-06-2023;13.06.2023;t3pa;86.44;2409000;31.12;13;06;2023
15-06-2023;15.06.2023;t3pa;91.67;2409000;33.00;15;06;2023
16-06-2023;16.06.2023;t3pa;89.3;1939500;32.15;16;06;2023
19-06-2023;19.06.2023;t3pa;90.16;2409000;32.46;19;06;2023
20-06-2023;20.06.2023;t3pa;91.55;2409000;32.96;20;06;2023
21-06-2023;21.06.2023;t3pa;90.35;2676000;32.53;21;06;2023
22-06-2023;22.06.2023;t3pa;87.11;2409000;31.36;22;06;2023
23-06-2023;23.06.2023;t3pa;88.9;1939500;32.00;23;06;2023
26-06-2023;26.06.2023;t3pa;86.01;2409000;30.96;26;06;2023
27-06-2023;27.06.2023;t3pa;85.35;2410000;30.73;27;06;2023
29-06-2023;29.06.2023;t3pa;86.6;2409000;31.18;29;06;2023
30-06-2023;30.06.2023;t3pa;85.31;1939500;30.71;30;06;2023
03-07-2023;03.07.2023;t3pa;87.11;2658000;31.36;03;07;2023
04-07-2023;04.07.2023;t3pa;85;2658000;30.60;04;07;2023
