,wind,solar,price
2024-01-02 19:00:00+00:00,0.03354,7.8e-06,173.8
2024-01-02 20:00:00+00:00,0.02998,1.717e-05,179.2
2024-01-02 21:00:00+00:00,0.02066,1.496e-05,168.8
2024-01-02 22:00:00+00:00,0.0032,1.85e-06,163.5
2024-01-02 23:00:00+00:00,0.00249,5.1e-06,135.5
2024-01-03 00:00:00+00:00,0.08215,3.64e-06,125.56
2024-01-03 01:00:00+00:00,0.11194,0.0,113.6
2024-01-03 02:00:00+00:00,0.066,2.86e-06,122.7
2024-01-03 03:00:00+00:00,0.0654,6.6e-07,144.6
2024-01-03 04:00:00+00:00,0.0369,4.5e-06,173.6
2024-01-03 05:00:00+00:00,0.04227,9.66e-06,165.1
2024-01-03 06:00:00+00:00,0.0537,1.91e-05,168.6
2024-01-03 07:00:00+00:00,0.1359,0.00131,142.2
2024-01-03 08:00:00+00:00,0.1509,0.03983,139.2
2024-01-03 09:00:00+00:00,0.0328,0.167,145.8
2024-01-03 10:00:00+00:00,0.03445,0.278,153.9
2024-01-03 11:00:00+00:00,0.04962,0.2786,160.6
2024-01-03 12:00:00+00:00,0.1349,0.3167,169.1
2024-01-03 13:00:00+00:00,0.1406,0.3567,172.6
2024-01-03 14:00:00+00:00,0.1698,0.3699,166.0
2024-01-03 15:00:00+00:00,0.208,0.2737,161.0
2024-01-03 16:00:00+00:00,0.2255,0.1808,145.6
2024-01-03 17:00:00+00:00,0.09705,0.02448,178.5
2024-01-03 18:00:00+00:00,0.0736,4.715e-05,170.8
2024-01-03 19:00:00+00:00,0.06775,3.48e-05,190.1
2024-01-03 20:00:00+00:00,0.05527,4.715e-05,175.6
2024-01-03 21:00:00+00:00,0.00549,6.884e-05,158.0
2024-01-03 22:00:00+00:00,0.004692,3.74e-05,123.56
2024-01-03 23:00:00+00:00,0.02864,1.62e-05,118.25
2024-01-04 00:00:00+00:00,0.04227,7.5e-06,112.75
2024-01-04 01:00:00+00:00,0.07306,4.77e-06,125.1
2024-01-04 02:00:00+00:00,0.1151,1.43e-06,127.6
2024-01-04 03:00:00+00:00,0.11145,2e-07,120.56
2024-01-04 04:00:00+00:00,0.147,1.9e-06,134.1
2024-01-04 05:00:00+00:00,0.1476,6.7e-06,146.1
2024-01-04 06:00:00+00:00,0.1588,1.67e-05,149.9
2024-01-04 07:00:00+00:00,0.1991,0.001914,39.3
2024-01-04 08:00:00+00:00,0.1953,0.0946,14.445
2024-01-04 09:00:00+00:00,0.2123,0.315,122.94
2024-01-04 10:00:00+00:00,0.2676,0.381,104.8
2024-01-04 11:00:00+00:00,0.2917,0.4646,74.4
2024-01-04 12:00:00+00:00,0.3015,0.4922,79.75
2024-01-04 13:00:00+00:00,0.3262,0.4773,84.5
2024-01-04 14:00:00+00:00,0.4553,0.3835,80.5
2024-01-04 15:00:00+00:00,0.5645,0.2812,87.25
2024-01-04 16:00:00+00:00,0.5903,0.135,97.94
2024-01-04 17:00:00+00:00,0.67,0.01772,97.2
2024-01-04 18:00:00+00:00,0.6377,3.517e-05,94.8
2024-01-04 19:00:00+00:00,0.661,1.78e-05,115.4
2024-01-04 20:00:00+00:00,0.6704,2.885e-05,97.7
2024-01-04 21:00:00+00:00,0.678,5.215e-05,93.9
2024-01-04 22:00:00+00:00,0.797,4.077e-05,71.94
2024-01-04 23:00:00+00:00,0.8335,1.21e-05,40.94
2024-01-05 00:00:00+00:00,0.8174,3.5e-06,32.6
2024-01-05 01:00:00+00:00,0.9023,1.2e-06,20.17
2024-01-05 02:00:00+00:00,0.8164,3.93e-06,26.17
2024-01-05 03:00:00+00:00,0.853,3.46e-06,2.154
2024-01-05 04:00:00+00:00,0.8296,6e-06,39.3
2024-01-05 05:00:00+00:00,0.8096,5.96e-06,67.2
2024-01-05 06:00:00+00:00,0.793,1.377e-05,72.2
2024-01-05 07:00:00+00:00,0.7817,0.002071,72.7
2024-01-05 08:00:00+00:00,0.747,0.1126,77.1
2024-01-05 09:00:00+00:00,0.686,0.405,58.66
2024-01-05 10:00:00+00:00,0.6787,0.597,68.25
2024-01-05 11:00:00+00:00,0.734,0.687,-2.0
2024-01-05 12:00:00+00:00,0.7397,0.709,-2.0
2024-01-05 13:00:00+00:00,0.7163,0.703,-2.0
2024-01-05 14:00:00+00:00,0.719,0.653,-2.0
2024-01-05 15:00:00+00:00,0.7134,0.527,75.06
2024-01-05 16:00:00+00:00,0.751,0.2927,74.2
2024-01-05 17:00:00+00:00,0.792,0.03897,75.75
2024-01-05 18:00:00+00:00,0.7007,7.28e-05,81.9
2024-01-05 19:00:00+00:00,0.669,6.616e-05,96.7
2024-01-05 20:00:00+00:00,0.674,8.047e-05,103.75
2024-01-05 21:00:00+00:00,0.6816,0.0001064,93.3
2024-01-05 22:00:00+00:00,0.6855,7.17e-05,75.7
2024-01-05 23:00:00+00:00,0.6226,4.226e-05,77.0
2024-01-06 00:00:00+00:00,0.606,6.4e-06,59.28
2024-01-06 01:00:00+00:00,0.5264,5.5e-06,59.3
2024-01-06 02:00:00+00:00,0.4285,8.2e-06,-2.0
2024-01-06 03:00:00+00:00,0.3682,4.77e-06,66.94
2024-01-06 04:00:00+00:00,0.1914,6.85e-06,99.2
2024-01-06 05:00:00+00:00,0.183,1.37e-05,88.94
2024-01-06 06:00:00+00:00,0.0488,1.913e-05,114.06
2024-01-06 07:00:00+00:00,0.05807,0.001373,109.8
2024-01-06 08:00:00+00:00,0.0308,0.0767,122.9
2024-01-06 09:00:00+00:00,0.00801,0.224,101.6
2024-01-06 10:00:00+00:00,0.007496,0.2825,96.75
2024-01-06 11:00:00+00:00,0.01695,0.3772,97.4
2024-01-06 12:00:00+00:00,0.10913,0.3635,77.9
2024-01-06 13:00:00+00:00,0.0709,0.449,79.75
2024-01-06 14:00:00+00:00,0.137,0.4053,96.7
2024-01-06 15:00:00+00:00,0.15,0.278,108.25
2024-01-06 16:00:00+00:00,0.1694,0.1216,114.06
2024-01-06 17:00:00+00:00,0.1736,0.01837,121.2
2024-01-06 18:00:00+00:00,0.1732,3.86e-05,138.0
2024-01-06 19:00:00+00:00,0.2166,3.785e-05,130.8
2024-01-06 20:00:00+00:00,0.2822,4.68e-05,133.8
2024-01-06 21:00:00+00:00,0.2922,6.336e-05,106.6
2024-01-06 22:00:00+00:00,0.2922,3.874e-05,101.94
2024-01-06 23:00:00+00:00,0.3474,2.307e-05,94.7
2024-01-07 00:00:00+00:00,0.3953,7.3e-06,96.1
2024-01-07 01:00:00+00:00,0.464,8.2e-06,82.4
2024-01-07 02:00:00+00:00,0.4727,1.585e-05,65.4
2024-01-07 03:00:00+00:00,0.504,5.66e-06,62.84
2024-01-07 04:00:00+00:00,0.521,5.54e-06,77.06
2024-01-07 05:00:00+00:00,0.4312,6.74e-06,91.5
2024-01-07 06:00:00+00:00,0.419,5.1e-06,94.94
2024-01-07 07:00:00+00:00,0.4287,0.00128,96.4
2024-01-07 08:00:00+00:00,0.4546,0.07446,85.75
2024-01-07 09:00:00+00:00,0.5283,0.2063,97.9
2024-01-07 10:00:00+00:00,0.531,0.3022,73.9
2024-01-07 11:00:00+00:00,0.529,0.3682,94.0
2024-01-07 12:00:00+00:00,0.588,0.3179,78.5
2024-01-07 13:00:00+00:00,0.6323,0.277,86.9
2024-01-07 14:00:00+00:00,0.673,0.2188,85.5
2024-01-07 15:00:00+00:00,0.7173,0.10065,67.9
2024-01-07 16:00:00+00:00,0.7207,0.01161,68.1
2024-01-07 17:00:00+00:00,0.726,0.0004673,82.75
2024-01-07 18:00:00+00:00,0.78,1.59e-05,56.75
2024-01-07 19:00:00+00:00,0.857,1.44e-05,45.56
2024-01-07 20:00:00+00:00,0.8936,3.88e-05,48.03
2024-01-07 21:00:00+00:00,0.893,4.613e-05,42.53
2024-01-07 22:00:00+00:00,0.911,5.007e-05,44.66
2024-01-07 23:00:00+00:00,0.903,3.16e-05,57.88
2024-01-08 00:00:00+00:00,0.789,6.9e-06,72.56
2024-01-08 01:00:00+00:00,0.802,1.85e-06,81.8
2024-01-08 02:00:00+00:00,0.839,5.66e-06,71.8
2024-01-08 03:00:00+00:00,0.8403,8e-07,64.2
2024-01-08 04:00:00+00:00,0.8447,2.74e-06,77.75
2024-01-08 05:00:00+00:00,0.861,4.2e-06,80.25
2024-01-08 06:00:00+00:00,0.769,0.0,117.0
2024-01-08 07:00:00+00:00,0.653,0.000685,107.7
2024-01-08 08:00:00+00:00,0.5693,0.05136,117.25
2024-01-08 09:00:00+00:00,0.4902,0.1277,122.2
2024-01-08 10:00:00+00:00,0.473,0.2795,121.0
2024-01-08 11:00:00+00:00,0.397,0.3667,114.6
2024-01-08 12:00:00+00:00,0.392,0.3691,110.94
2024-01-08 13:00:00+00:00,0.3848,0.3376,105.75
2024-01-08 14:00:00+00:00,0.3757,0.3213,113.5
2024-01-08 15:00:00+00:00,0.2798,0.1595,131.0
2024-01-08 16:00:00+00:00,0.232,0.05197,136.0
2024-01-08 17:00:00+00:00,0.2264,0.00857,131.5
2024-01-08 18:00:00+00:00,0.1755,3.296e-05,139.1
2024-01-08 19:00:00+00:00,0.1522,2.92e-05,150.8
2024-01-08 20:00:00+00:00,0.1316,5.64e-05,143.4
2024-01-08 21:00:00+00:00,0.129,7.32e-05,132.4
2024-01-08 22:00:00+00:00,0.11676,5.335e-05,135.9
2024-01-08 23:00:00+00:00,0.0994,3.84e-05,146.9
2024-01-09 00:00:00+00:00,0.1214,8.3e-06,131.1
2024-01-09 01:00:00+00:00,0.1278,7.2e-06,168.0
2024-01-09 02:00:00+00:00,0.1343,1.043e-05,146.5
2024-01-09 03:00:00+00:00,0.1462,2.26e-06,131.2
2024-01-09 04:00:00+00:00,0.3508,5e-07,107.6
2024-01-09 05:00:00+00:00,0.4639,0.0,115.25
2024-01-09 06:00:00+00:00,0.541,0.0,123.7
2024-01-09 07:00:00+00:00,0.552,0.001758,150.1
2024-01-09 08:00:00+00:00,0.5835,0.1158,140.2
2024-01-09 09:00:00+00:00,0.569,0.3823,85.5
2024-01-09 10:00:00+00:00,0.5566,0.5312,83.1
2024-01-09 11:00:00+00:00,0.5615,0.6187,50.84
2024-01-09 12:00:00+00:00,0.4365,0.62,64.5
2024-01-09 13:00:00+00:00,0.4165,0.636,77.6
2024-01-09 14:00:00+00:00,0.428,0.5405,87.44
2024-01-09 15:00:00+00:00,0.6465,0.358,78.4
2024-01-09 16:00:00+00:00,0.7236,0.1499,88.56
2024-01-09 17:00:00+00:00,0.7153,0.01918,104.44
2024-01-09 18:00:00+00:00,0.6895,5.317e-05,111.3
2024-01-09 19:00:00+00:00,0.6143,4.68e-05,136.4
2024-01-09 20:00:00+00:00,0.5503,6.2e-05,109.9
2024-01-09 21:00:00+00:00,0.474,7.516e-05,97.6
2024-01-09 22:00:00+00:00,0.4568,5.406e-05,95.9
2024-01-09 23:00:00+00:00,0.4146,3.755e-05,78.9
2024-01-10 00:00:00+00:00,0.4333,4.8e-06,98.1
2024-01-10 01:00:00+00:00,0.4497,6.14e-06,86.75
2024-01-10 02:00:00+00:00,0.4568,2.6e-06,91.4
2024-01-10 03:00:00+00:00,0.567,0.0,95.3
2024-01-10 04:00:00+00:00,0.578,0.0,109.75
2024-01-10 05:00:00+00:00,0.642,0.0,84.25
2024-01-10 06:00:00+00:00,0.703,0.0,78.44
2024-01-10 07:00:00+00:00,0.7188,0.0002515,84.56
2024-01-10 08:00:00+00:00,0.731,0.04565,48.84
2024-01-10 09:00:00+00:00,0.773,0.1349,53.12
2024-01-10 10:00:00+00:00,0.765,0.1864,45.78
2024-01-10 11:00:00+00:00,0.755,0.2322,49.12
2024-01-10 12:00:00+00:00,0.6846,0.234,41.75
2024-01-10 13:00:00+00:00,0.6665,0.2203,69.7
2024-01-10 14:00:00+00:00,0.692,0.2457,79.7
2024-01-10 15:00:00+00:00,0.7017,0.2612,85.6
2024-01-10 16:00:00+00:00,0.6816,0.1228,91.44
2024-01-10 17:00:00+00:00,0.673,0.01233,97.6
2024-01-10 18:00:00+00:00,0.572,4.27e-05,129.8
2024-01-10 19:00:00+00:00,0.4644,3.96e-05,147.2
2024-01-10 20:00:00+00:00,0.3572,4.96e-05,136.2
2024-01-10 21:00:00+00:00,0.3464,6.56e-05,110.6
2024-01-10 22:00:00+00:00,0.3486,5.16e-05,101.7
2024-01-10 23:00:00+00:00,0.2617,3.38e-05,121.9
2024-01-11 00:00:00+00:00,0.2405,3.76e-06,122.94
2024-01-11 01:00:00+00:00,0.2177,5.36e-06,112.8
2024-01-11 02:00:00+00:00,0.2002,1.55e-06,144.5
2024-01-11 03:00:00+00:00,0.199,0.0,151.1
2024-01-11 04:00:00+00:00,0.1659,3.6e-07,114.75
2024-01-11 05:00:00+00:00,0.1681,2.4e-07,113.25
2024-01-11 06:00:00+00:00,0.207,0.0,119.6
2024-01-11 07:00:00+00:00,0.2135,3.64e-05,139.1
2024-01-11 08:00:00+00:00,0.2262,0.01052,126.8
2024-01-11 09:00:00+00:00,0.1539,0.0384,137.6
2024-01-11 10:00:00+00:00,0.147,0.0713,137.6
2024-01-11 11:00:00+00:00,0.1361,0.11053,124.7
2024-01-11 12:00:00+00:00,0.1593,0.1217,117.4
2024-01-11 13:00:00+00:00,0.1793,0.1081,105.9
2024-01-11 14:00:00+00:00,0.2869,0.0978,114.7
2024-01-11 15:00:00+00:00,0.2861,0.1338,122.94
2024-01-11 16:00:00+00:00,0.4434,0.0793,98.25
2024-01-11 17:00:00+00:00,0.45,0.00797,20.75
2024-01-11 18:00:00+00:00,0.4443,2.79e-05,27.9
2024-01-11 19:00:00+00:00,0.434,3.105e-05,32.53
2024-01-11 20:00:00+00:00,0.4365,3.41e-05,19.92
2024-01-11 21:00:00+00:00,0.3962,4.17e-05,15.85
2024-01-11 22:00:00+00:00,0.3813,1.88e-05,-2.0
2024-01-11 23:00:00+00:00,0.4058,4.5e-06,4.438
2024-01-12 00:00:00+00:00,0.4412,0.0,124.2
2024-01-12 01:00:00+00:00,0.4585,0.0,112.6
2024-01-12 02:00:00+00:00,0.3884,8.3e-07,116.56
2024-01-12 03:00:00+00:00,0.3801,2.5e-06,115.56
2024-01-12 04:00:00+00:00,0.3599,1.6e-06,111.3
2024-01-12 05:00:00+00:00,0.2778,0.0,129.9
2024-01-12 06:00:00+00:00,0.2898,0.0,143.4
2024-01-12 07:00:00+00:00,0.3345,3.64e-05,143.5
2024-01-12 08:00:00+00:00,0.4043,0.01315,123.0
2024-01-12 09:00:00+00:00,0.4282,0.0532,129.0
2024-01-12 10:00:00+00:00,0.5195,0.0713,109.3
2024-01-12 11:00:00+00:00,0.4731,0.11053,126.2
2024-01-12 12:00:00+00:00,0.5044,0.1217,112.75
2024-01-12 13:00:00+00:00,0.4907,0.1852,110.0
2024-01-12 14:00:00+00:00,0.5312,0.1588,130.6
2024-01-12 15:00:00+00:00,0.572,0.07825,119.44
2024-01-12 16:00:00+00:00,0.595,0.02043,97.56
2024-01-12 17:00:00+00:00,0.5845,0.00699,112.5
2024-01-12 18:00:00+00:00,0.622,2.3e-05,131.1
2024-01-12 19:00:00+00:00,0.679,1.836e-05,135.6
2024-01-12 20:00:00+00:00,0.7207,2.46e-05,106.5
2024-01-12 21:00:00+00:00,0.7246,2.825e-05,105.3
2024-01-12 22:00:00+00:00,0.767,1.67e-05,101.4
2024-01-12 23:00:00+00:00,0.7837,5.4e-06,93.2
2024-01-13 00:00:00+00:00,0.7056,4e-07,95.5
2024-01-13 01:00:00+00:00,0.692,2.6e-06,86.5
2024-01-13 02:00:00+00:00,0.6626,8.5e-06,79.6
2024-01-13 03:00:00+00:00,0.659,1.7e-06,81.2
2024-01-13 04:00:00+00:00,0.6035,1.9e-06,84.56
2024-01-13 05:00:00+00:00,0.491,0.0,78.4
2024-01-13 06:00:00+00:00,0.48,4.7e-06,88.4
2024-01-13 07:00:00+00:00,0.4585,0.0007844,72.0
2024-01-13 08:00:00+00:00,0.4382,0.07166,77.4
2024-01-13 09:00:00+00:00,0.391,0.2974,52.06
2024-01-13 10:00:00+00:00,0.2927,0.4697,35.38
2024-01-13 11:00:00+00:00,0.34,0.5034,45.16
2024-01-13 12:00:00+00:00,0.3562,0.501,46.06
2024-01-13 13:00:00+00:00,0.3984,0.5254,55.3
2024-01-13 14:00:00+00:00,0.4692,0.4175,55.62
2024-01-13 15:00:00+00:00,0.506,0.251,61.7
2024-01-13 16:00:00+00:00,0.582,0.1348,74.94
2024-01-13 17:00:00+00:00,0.535,0.02379,90.06
2024-01-13 18:00:00+00:00,0.4983,6.306e-05,117.5
2024-01-13 19:00:00+00:00,0.4897,4.93e-05,122.3
2024-01-13 20:00:00+00:00,0.502,5.24e-05,117.25
2024-01-13 21:00:00+00:00,0.479,8.816e-05,110.06
2024-01-13 22:00:00+00:00,0.4744,5.26e-05,112.0
2024-01-13 23:00:00+00:00,0.3955,3.487e-05,109.4
2024-01-14 00:00:00+00:00,0.372,2.4e-06,111.2
2024-01-14 01:00:00+00:00,0.369,5.7e-06,86.25
2024-01-14 02:00:00+00:00,0.2421,7.87e-06,118.75
2024-01-14 03:00:00+00:00,0.1737,1.55e-06,118.94
2024-01-14 04:00:00+00:00,0.1321,1.8e-06,120.2
2024-01-14 05:00:00+00:00,0.1245,0.0,122.7
2024-01-14 06:00:00+00:00,0.1241,4.4e-06,146.9
2024-01-14 07:00:00+00:00,0.063,0.001485,150.9
2024-01-14 08:00:00+00:00,0.1089,0.0911,140.0
2024-01-14 09:00:00+00:00,0.1948,0.2607,106.94
2024-01-14 10:00:00+00:00,0.1866,0.3357,93.1
2024-01-14 11:00:00+00:00,0.1469,0.3796,90.2
2024-01-14 12:00:00+00:00,0.1567,0.3657,65.3
2024-01-14 13:00:00+00:00,0.202,0.3032,77.7
2024-01-14 14:00:00+00:00,0.2515,0.2295,83.4
2024-01-14 15:00:00+00:00,0.2512,0.1617,102.1
2024-01-14 16:00:00+00:00,0.2406,0.05743,127.4
2024-01-14 17:00:00+00:00,0.2122,0.00773,137.8
2024-01-14 18:00:00+00:00,0.1526,3.13e-05,139.9
2024-01-14 19:00:00+00:00,0.1456,8.76e-06,160.0
2024-01-14 20:00:00+00:00,0.1223,0.0,160.6
2024-01-14 21:00:00+00:00,0.09436,9.4e-06,139.4
2024-01-14 22:00:00+00:00,0.1669,0.0,121.7
2024-01-14 23:00:00+00:00,0.1782,0.0,121.5
2024-01-15 00:00:00+00:00,0.1853,0.0,121.6
2024-01-15 01:00:00+00:00,0.237,0.0,106.1
2024-01-15 02:00:00+00:00,0.2668,0.0,104.5
2024-01-15 03:00:00+00:00,0.285,0.0,101.6
2024-01-15 04:00:00+00:00,0.275,2.9e-06,101.94
2024-01-15 05:00:00+00:00,0.264,2.5e-06,115.75
2024-01-15 06:00:00+00:00,0.2593,7.3e-06,148.1
2024-01-15 07:00:00+00:00,0.2642,0.001166,165.0
2024-01-15 08:00:00+00:00,0.241,0.0944,153.6
2024-01-15 09:00:00+00:00,0.2186,0.3035,150.2
2024-01-15 10:00:00+00:00,0.313,0.352,133.8
2024-01-15 11:00:00+00:00,0.3645,0.4429,102.0
2024-01-15 12:00:00+00:00,0.3792,0.447,111.1
2024-01-15 13:00:00+00:00,0.4084,0.4604,113.3
2024-01-15 14:00:00+00:00,0.4407,0.3823,119.4
2024-01-15 15:00:00+00:00,0.4626,0.2961,119.94
2024-01-15 16:00:00+00:00,0.51,0.1355,126.6
2024-01-15 17:00:00+00:00,0.506,0.013176,140.9
2024-01-15 18:00:00+00:00,0.491,4.876e-05,140.4
2024-01-15 19:00:00+00:00,0.5356,2.384e-05,136.4
2024-01-15 20:00:00+00:00,0.656,3.5e-06,135.6
2024-01-15 21:00:00+00:00,0.6816,1.83e-05,116.06
2024-01-15 22:00:00+00:00,0.739,8.94e-06,94.8
2024-01-15 23:00:00+00:00,0.746,1.25e-05,61.66
2024-01-16 00:00:00+00:00,0.7666,4e-06,60.97
2024-01-16 01:00:00+00:00,0.7334,4.6e-06,76.1
2024-01-16 02:00:00+00:00,0.7256,9.1e-06,85.25
2024-01-16 03:00:00+00:00,0.6665,3.04e-06,92.1
2024-01-16 04:00:00+00:00,0.6304,4.23e-06,120.2
2024-01-16 05:00:00+00:00,0.7144,4.7e-06,109.06
2024-01-16 06:00:00+00:00,0.693,0.0,120.5
2024-01-16 07:00:00+00:00,0.6206,0.000785,94.6
2024-01-16 08:00:00+00:00,0.5864,0.0985,98.8
2024-01-16 09:00:00+00:00,0.6064,0.267,102.4
2024-01-16 10:00:00+00:00,0.558,0.376,106.7
2024-01-16 11:00:00+00:00,0.514,0.4766,101.56
2024-01-16 12:00:00+00:00,0.4504,0.4893,112.9
2024-01-16 13:00:00+00:00,0.4705,0.4084,124.2
2024-01-16 14:00:00+00:00,0.546,0.3254,129.8
2024-01-16 15:00:00+00:00,0.567,0.3474,112.44
2024-01-16 16:00:00+00:00,0.617,0.1362,108.7
2024-01-16 17:00:00+00:00,0.585,0.01602,122.9
2024-01-16 18:00:00+00:00,0.4714,5.75e-05,135.6
2024-01-16 19:00:00+00:00,0.461,2.825e-05,134.5
2024-01-16 20:00:00+00:00,0.4666,3.403e-05,103.5
2024-01-16 21:00:00+00:00,0.4177,5.066e-05,97.7
2024-01-16 22:00:00+00:00,0.3667,3.81e-05,87.7
2024-01-16 23:00:00+00:00,0.366,3.105e-05,107.94
2024-01-17 00:00:00+00:00,0.2668,1.05e-05,128.8
2024-01-17 01:00:00+00:00,0.2217,8.76e-06,118.25
2024-01-17 02:00:00+00:00,0.1979,1.824e-05,114.2
2024-01-17 03:00:00+00:00,0.2131,2.8e-06,112.6
2024-01-17 04:00:00+00:00,0.1704,5.25e-06,145.5
2024-01-17 05:00:00+00:00,0.1515,9.1e-06,161.6
2024-01-17 06:00:00+00:00,0.152,1.645e-05,166.9
2024-01-17 07:00:00+00:00,0.1821,0.002121,165.0
2024-01-17 08:00:00+00:00,0.1769,0.1447,153.1
2024-01-17 09:00:00+00:00,0.12384,0.405,137.5
2024-01-17 10:00:00+00:00,0.1235,0.609,112.7
2024-01-17 11:00:00+00:00,0.0787,0.687,120.3
2024-01-17 12:00:00+00:00,0.05823,0.709,126.6
2024-01-17 13:00:00+00:00,0.07184,0.703,106.5
2024-01-17 14:00:00+00:00,0.08624,0.653,89.94
2024-01-17 15:00:00+00:00,0.05396,0.527,84.1
2024-01-17 16:00:00+00:00,0.0894,0.261,130.5
2024-01-17 17:00:00+00:00,0.1246,0.03253,148.4
2024-01-17 18:00:00+00:00,0.1283,7.28e-05,169.6
2024-01-17 19:00:00+00:00,0.11945,4.9e-05,155.5
2024-01-17 20:00:00+00:00,0.1218,6.75e-05,153.2
2024-01-17 21:00:00+00:00,0.0772,8.42e-05,161.2
2024-01-17 22:00:00+00:00,0.0506,4.417e-05,144.1
2024-01-17 23:00:00+00:00,0.0404,3.266e-05,125.4
2024-01-18 00:00:00+00:00,0.0347,4e-07,134.8
2024-01-18 01:00:00+00:00,0.0409,6e-08,148.0
2024-01-18 02:00:00+00:00,0.01267,7.15e-06,151.6
2024-01-18 03:00:00+00:00,0.02159,0.0,159.2
2024-01-18 04:00:00+00:00,0.01248,1.97e-06,128.6
2024-01-18 05:00:00+00:00,0.0681,7.4e-06,149.5
2024-01-18 06:00:00+00:00,0.07556,2.62e-05,163.6
2024-01-18 07:00:00+00:00,0.02759,0.002424,185.5
2024-01-18 08:00:00+00:00,0.03824,0.1259,176.8
2024-01-18 09:00:00+00:00,0.01585,0.3948,143.5
2024-01-18 10:00:00+00:00,0.004704,0.609,118.2
2024-01-18 11:00:00+00:00,0.01436,0.687,112.75
2024-01-18 12:00:00+00:00,0.01332,0.709,111.1
2024-01-18 13:00:00+00:00,0.0651,0.703,98.1
2024-01-18 14:00:00+00:00,0.03317,0.653,112.5
2024-01-18 15:00:00+00:00,0.0758,0.527,106.56
2024-01-18 16:00:00+00:00,0.1581,0.227,110.1
2024-01-18 17:00:00+00:00,0.1793,0.02054,160.8
2024-01-18 18:00:00+00:00,0.1652,4.953e-05,156.8
2024-01-18 19:00:00+00:00,0.1665,2.51e-05,158.2
2024-01-18 20:00:00+00:00,0.1842,3.225e-05,151.4
2024-01-18 21:00:00+00:00,0.1914,4.53e-05,147.6
2024-01-18 22:00:00+00:00,0.2103,2.79e-05,143.9
2024-01-18 23:00:00+00:00,0.2253,1.36e-05,118.75
2024-01-19 00:00:00+00:00,0.2327,0.0,99.4
2024-01-19 01:00:00+00:00,0.2285,0.0,97.8
2024-01-19 02:00:00+00:00,0.2217,0.0,103.2
2024-01-19 03:00:00+00:00,0.17,0.0,114.56
2024-01-19 04:00:00+00:00,0.1225,0.0,109.9
2024-01-19 05:00:00+00:00,0.08905,1e-07,128.1
2024-01-19 06:00:00+00:00,0.079,4.9e-06,126.56
2024-01-19 07:00:00+00:00,0.1542,0.001606,145.5
2024-01-19 08:00:00+00:00,0.1652,0.08606,128.0
2024-01-19 09:00:00+00:00,0.1548,0.3032,126.3
2024-01-19 10:00:00+00:00,0.1232,0.574,90.0
2024-01-19 11:00:00+00:00,0.1733,0.612,64.4
